id,title,release_date,release_year,release_month,status,primary_genre,genre_list,n_genres,budget,revenue,profit,roi,runtime,vote_average,vote_count,popularity,primary_company,company_list,n_production_companies,primary_country,country_list,n_countries,original_language,n_spoken_languages,has_homepage,n_keywords,keyword_list,director,n_directors,n_producers,n_writers,cast_size,lead_actor,top_3_cast,cast_n_female,cast_n_male,cast_n_unspecified_gender,crew_size,n_visual_effects_crew,n_camera_crew,n_sound_crew,franchise_status
110415,Snowpiercer,2013-08-01,2013.0,8.0,Released,Action,"['Action', 'Science Fiction', 'Drama']",3,39200000,86758912,47558912,2.2132375510204083,126.0,6.7,2854,64.238688,CJ Entertainment,"['CJ Entertainment', 'Opus Pictures', 'Stillking Films', 'SnowPiercer', 'Moho Film']",5,South Korea,"['South Korea', 'France', 'Czech Republic', 'United States of America']",4,ko,4,True,24,"['father son relationship', 'child labour', 'brothel', 'winter', 'allegory', 'bridge', 'post-apocalyptic', 'dystopia', 'hijacking of train', 'based on comic book', 'dam', 'rifle', 'pregnant', 'train', 'violence', 'based on graphic novel', 'guilt', 'revolt', 'duplicity', 'tunnel', 'social class', 'population control', 'perpetual winter', 'city ruin']",Bong Joon-ho,1.0,5.0,6.0,45,Chris Evans,"['Chris Evans', 'Song Kang-ho', 'Ed Harris']",3,15,27,62.0,1.0,1.0,1.0,Original
77459,A Monster in Paris,2011-10-12,2011.0,10.0,Released,Adventure,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",5,25000000,0,-25000000,0.0,90.0,6.5,313,17.375562,Europa Corp,"['Europa Corp', 'Scanbox']",2,France,['France'],1,fr,1,False,4,"['monster', 'cgi', '3d', 'paris france']",Bibo Bergeron,1.0,0.0,4.0,9,Vanessa Paradis,"['Vanessa Paradis', 'Mathieu Chedid', 'Gad Elmaleh']",3,2,4,53.0,7.0,0.0,12.0,Original
26486,The Last Shot,2004-09-24,2004.0,9.0,Released,Action,"['Action', 'Comedy']",2,0,0,0,,90.0,5.9,15,6.7698,Touchstone Pictures,"['Touchstone Pictures', 'Mandeville Films', 'Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)', 'Burro Productions']",4,United States of America,['United States of America'],1,en,1,False,0,[],Jeff Nathanson,1.0,2.0,1.0,43,Matthew Broderick,"['Matthew Broderick', 'Alec Baldwin', 'Toni Collette']",6,25,12,11.0,0.0,1.0,1.0,Original
9495,The Crow,1994-05-11,1994.0,5.0,Released,Fantasy,"['Fantasy', 'Action', 'Thriller']",3,15000000,94000000,79000000,6.266666666666667,102.0,7.3,953,44.690107,Miramax Films,"['Miramax Films', 'Crowvision Inc.', 'Entertainment Media Investment Corporation', 'Jeff Most Productions', 'Edward R. Pressman Film']",5,United States of America,['United States of America'],1,en,1,False,3,"['halloween', 'arson', 'detroit']",Alex Proyas,1.0,6.0,3.0,16,Brandon Lee,"['Brandon Lee', 'Rochelle Davis', 'Ernie Hudson']",4,11,1,25.0,0.0,1.0,2.0,Original
256040,Baahubali: The Beginning,2015-07-10,2015.0,7.0,Released,Action,"['Action', 'Adventure', 'War', 'History']",4,40000000,100000000,60000000,2.5,159.0,7.5,135,16.254032,Arka Media Works,['Arka Media Works'],1,India,['India'],1,te,4,True,5,"['kingdom', 'war', 'bollywood', 'medieval india', 'ancient india']",S.S. Rajamouli,1.0,3.0,4.0,16,Prabhas,"['Prabhas', 'Rana Daggubati', 'Tamanna Bhatia']",4,7,5,28.0,1.0,1.0,6.0,Original
24420,The Time Traveler's Wife,2009-08-14,2009.0,8.0,Released,Drama,"['Drama', 'Romance', 'Fantasy']",3,39000000,101229792,62229792,2.595635692307692,107.0,6.7,798,37.492928,New Line Cinema,"['New Line Cinema', 'Plan B Entertainment', 'Nick Wechsler Productions', 'Internationale Scarena Filmproduktionsgesellschaft 2']",4,United States of America,['United States of America'],1,en,1,False,16,"['chicago', 'sex', 'based on novel', 'nudity', 'diary', 'future', 'time', 'time travel', 'marriage', 'love', 'romance', 'travel', 'tragic love', 'relationship', 'time traveler', 'complication']",Robert Schwentke,1.0,4.0,2.0,34,Eric Bana,"['Eric Bana', 'Rachel McAdams', 'Michelle Nolden']",6,11,17,25.0,0.0,1.0,2.0,Original
1257,Because I Said So,2007-02-02,2007.0,2.0,Released,Comedy,['Comedy'],1,0,69485490,69485490,,102.0,5.8,191,18.678415,Universal Pictures,"['Universal Pictures', 'Gold Circle Films']",2,United States of America,['United States of America'],1,en,1,True,15,"['mother', 'guitar', 'sister sister relationship', 'profession', 'new love', 'architect', 'mother role', 'lonely hearts ad', 'men', 'clothing', 'single', 'mother daughter relationship', 'los angeles', 'fashion', 'single father']",Michael Lehmann,1.0,2.0,2.0,16,Diane Keaton,"['Diane Keaton', 'Mandy Moore', 'Gabriel Macht']",5,11,0,14.0,0.0,1.0,1.0,Original
62214,Frankenweenie,2012-10-04,2012.0,10.0,Released,Animation,"['Animation', 'Comedy', 'Family']",3,39000000,35287788,-3712212,0.9048150769230768,87.0,6.6,932,27.908783,Tim Burton Productions,['Tim Burton Productions'],1,United States of America,['United States of America'],1,en,1,True,7,"['shyness', 'stop motion', 'black and white', 'retro', 'dog', 'animal death', 'animal lover']",Tim Burton,1.0,2.0,11.0,10,Charlie Tahan,"['Charlie Tahan', ""Catherine O'Hara"", 'Martin Short']",2,7,1,83.0,24.0,1.0,13.0,Original
16320,Serenity,2005-08-25,2005.0,8.0,Released,Science Fiction,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",4,39000000,38869464,-130536,0.9966529230769232,119.0,7.4,1264,45.388937,Universal Pictures,"['Universal Pictures', 'Barry Mendel Productions']",2,United States of America,['United States of America'],1,en,2,False,13,"['martial arts', 'telepathy', 'dystopia', 'spaceship', 'fugitive', 'based on tv series', 'planet', 'throat slitting', 'cannibal', 'reavers', 'operative', 'ex soldier', 'firefly']",Joss Whedon,1.0,1.0,2.0,44,Nathan Fillion,"['Nathan Fillion', 'Gina Torres', 'Alan Tudyk']",12,22,10,19.0,0.0,0.0,1.0,Original
8842,Against the Ropes,2004-02-20,2004.0,2.0,Released,Romance,"['Romance', 'Drama']",2,39000000,6614280,-32385720,0.1695969230769231,106.0,4.5,32,2.817364,Paramount Pictures,"['Paramount Pictures', 'Cort/Madden Productions', 'ATR Films', 'MMP Erste Filmproduktions', 'Moviemakers Productions (MMP)']",5,Germany,"['Germany', 'United States of America']",2,en,1,False,2,"['biography', 'sport']",Charles S. Dutton,1.0,2.0,1.0,7,Meg Ryan,"['Meg Ryan', 'Tony Shalhoub', 'Joe Cortese']",2,5,0,15.0,0.0,1.0,1.0,Original
9531,Superman III,1983-06-17,1983.0,6.0,Released,Comedy,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",5,39000000,75850624,36850624,1.9448877948717949,125.0,5.3,490,22.164202,Warner Bros.,"['Warner Bros.', 'Dovemead Films', 'Cantharus Productions']",3,United Kingdom,"['United Kingdom', 'United States of America']",2,en,4,False,11,"['saving the world', 'dc comics', 'super computer', 'identity crisis', 'loss of powers', 'sequel', 'superhero', 'based on comic book', 'hacking', 'super powers', 'superhuman strength']",Richard Lester,1.0,1.0,4.0,10,Christopher Reeve,"['Christopher Reeve', 'Richard Pryor', 'Jackie Cooper']",4,6,0,16.0,0.0,1.0,1.0,Franchise
64807,Grudge Match,2013-12-25,2013.0,12.0,Released,Comedy,['Comedy'],1,40000000,44907260,4907260,1.1226815,113.0,6.0,433,21.362949,Gerber Pictures,"['Gerber Pictures', 'Warner Bros.']",2,United States of America,['United States of America'],1,en,1,False,5,"['father son relationship', 'sport', 'rivalry', 'elderly', 'elderly man']",Peter Segal,1.0,5.0,3.0,17,Robert De Niro,"['Robert De Niro', 'Sylvester Stallone', 'Alan Arkin']",2,11,4,33.0,0.0,1.0,2.0,Original
12289,Red Cliff,2008-07-10,2008.0,7.0,Released,Adventure,"['Adventure', 'Drama', 'Action']",3,80341000,127814609,47473609,1.590901395302523,150.0,7.1,205,14.8375,Metropolitan Filmexport,"['Metropolitan Filmexport', 'Lion Rock Productions', 'Showbox']",3,China,['China'],1,zh,2,True,12,"['flaming arrow', 'chinese history', 'strategy', 'carrier pigeon', 'spear throwing', 'wall of fire', 'white dove', 'casualty of war', 'arrow in back', 'chinese tradition', 'chinese painting', 'broken arrow']",John Woo,1.0,22.0,5.0,28,Chang Chen,"['Chang Chen', 'Hu Jun', 'Tony Leung Chiu-Wai']",3,6,19,40.0,0.0,2.0,1.0,Original
11529,Sweet Home Alabama,2002-09-26,2002.0,9.0,Released,Comedy,"['Comedy', 'Romance']",2,30000000,180622424,150622424,6.020747466666666,108.0,6.0,394,18.256028,Touchstone Pictures,['Touchstone Pictures'],1,United States of America,['United States of America'],1,en,1,False,5,"['new york', 'marriage proposal', 'alabama', 'career woman', 'fashion designer']",Andy Tennant,1.0,2.0,2.0,16,Reese Witherspoon,"['Reese Witherspoon', 'Josh Lucas', 'Patrick Dempsey']",10,5,1,35.0,0.0,3.0,9.0,Original
20943,The Ugly Truth,2009-07-24,2009.0,7.0,Released,Comedy,"['Comedy', 'Romance']",2,38000000,205298907,167298907,5.402602815789474,96.0,6.4,972,22.332927,Lakeshore Entertainment,"['Lakeshore Entertainment', 'Relativity Media']",2,United States of America,['United States of America'],1,en,1,True,5,"['romantic comedy', 'romance', 'tv morning show', 'relationship', 'opposites attract']",Robert Luketic,1.0,5.0,2.0,74,Katherine Heigl,"['Katherine Heigl', 'Gerard Butler', 'Eric Winter']",11,23,40,17.0,0.0,1.0,1.0,Original
9099,Sgt. Bilko,1996-03-29,1996.0,3.0,Released,Comedy,"['Comedy', 'Family']",2,0,0,0,,90.0,5.5,94,5.417787,Imagine Entertainment,"['Imagine Entertainment', 'Universal Pictures']",2,United States of America,['United States of America'],1,en,1,False,4,"['gulf war', 'u.s. army', 'based on tv series', 'military spoof']",Jonathan Lynn,1.0,1.0,1.0,14,Steve Martin,"['Steve Martin', 'Dan Aykroyd', 'Phil Hartman']",2,11,1,6.0,0.0,1.0,1.0,Original
9488,Spy Kids 2: The Island of Lost Dreams,2002-08-07,2002.0,8.0,Released,Action,"['Action', 'Adventure', 'Family']",3,38000000,119723358,81723358,3.1506146842105265,100.0,5.3,521,24.085144,Dimension Films,['Dimension Films'],1,United States of America,['United States of America'],1,en,1,False,8,"['spy', 'experiment', 'island', 'secret organization', 'wretch', 'weapon', 'rivalry', 'scientist']",Robert Rodriguez,1.0,2.0,1.0,28,Antonio Banderas,"['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega']",5,13,10,64.0,0.0,1.0,14.0,Franchise
193,Star Trek: Generations,1994-11-17,1994.0,11.0,Released,Science Fiction,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",4,38000000,120000000,82000000,3.1578947368421053,118.0,6.4,452,14.779041,Paramount Pictures,['Paramount Pictures'],1,United States of America,['United States of America'],1,en,1,False,5,"['based on tv series', 'death', 'exploding planet', 'mountain cabin', 'solar system']",David Carson,1.0,2.0,2.0,17,Patrick Stewart,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']",4,12,1,15.0,0.0,1.0,1.0,Original
44865,The Grandmaster,2013-01-08,2013.0,1.0,Released,Action,"['Action', 'Drama', 'History']",3,3860000,64076736,60216736,16.60019067357513,130.0,6.3,273,19.947265,The Weinstein Company,"['The Weinstein Company', 'Block 2 Pictures', 'Wild Bunch', 'Annapurna Pictures', 'Jet Tone Films', 'Sil-Metropole Organisation Ltd.']",6,China,"['China', 'Hong Kong']",2,zh,3,False,4,"['martial arts', 'kung fu', 'biography', 'kung fu master']",Wong Kar-wai,1.0,2.0,2.0,14,Tony Leung Chiu-Wai,"['Tony Leung Chiu-Wai', 'Zhang Ziyi', 'Song Hye-kyo']",2,6,6,10.0,0.0,1.0,2.0,Original
55787,Water for Elephants,2011-03-15,2011.0,3.0,Released,Drama,"['Drama', 'Romance']",2,38000000,114156230,76156230,3.0041113157894737,120.0,6.7,850,16.801218,Ingenious Media,"['Ingenious Media', 'Dune Entertainment', 'Fox 2000 Pictures', 'Flashpoint Entertainment', 'Big Screen Productions']",5,United States of America,['United States of America'],1,en,2,True,3,"['clown', 'elephant trainer', 'veterinary']",Francis Lawrence,1.0,3.0,2.0,20,Robert Pattinson,"['Robert Pattinson', 'Reese Witherspoon', 'Christoph Waltz']",3,9,8,18.0,0.0,0.0,1.0,Original
257932,Dragon Nest: Warriors' Dawn,2014-05-20,2014.0,5.0,Released,Adventure,"['Adventure', 'Family', 'Fantasy', 'Animation']",4,40000000,0,-40000000,0.0,88.0,6.8,19,5.057695,Mili Pictures,['Mili Pictures'],1,China,"['China', 'France', 'United States of America']",3,zh,4,False,0,[],Yuefeng Song,1.0,0.0,1.0,9,Carrie-Anne Moss,"['Carrie-Anne Moss', 'Lucas Grabeel', 'Blythe Auffarth']",2,3,4,2.0,0.0,0.0,0.0,Original
10400,The Hurricane,1999-09-17,1999.0,9.0,Released,Drama,['Drama'],1,50000000,73956241,23956241,1.47912482,146.0,7.2,396,20.825781,Universal Pictures,"['Universal Pictures', 'Beacon Communications', 'Azoff Entertainment']",3,United States of America,['United States of America'],1,en,1,False,5,"['prison', 'boxer', 'boxing match', 'boxing school', 'biography']",Norman Jewison,1.0,3.0,3.0,79,Denzel Washington,"['Denzel Washington', 'Vicellous Reon Shannon', 'Deborah Kara Unger']",9,29,41,20.0,0.0,1.0,1.0,Original
1957,Enough,2002-05-24,2002.0,5.0,Released,Drama,"['Drama', 'Thriller']",2,38000000,51801187,13801187,1.3631891315789473,114.0,6.2,264,11.500783,Winkler Films,['Winkler Films'],1,United States of America,['United States of America'],1,en,1,True,8,"['waitress', 'wife husband relationship', 'violent husband', 'self-defense', 'violence against women', 'suspense', 'marry rich', 'abusive husband']",Michael Apted,1.0,2.0,1.0,24,Jennifer Lopez,"['Jennifer Lopez', 'Billy Campbell', 'Juliette Lewis']",4,11,9,64.0,0.0,4.0,16.0,Original
10833,Heartbreakers,2001-03-23,2001.0,3.0,Released,Crime,"['Crime', 'Comedy', 'Romance']",3,35000000,0,-35000000,0.0,123.0,5.7,254,13.932203,Davis Entertainment,"['Davis Entertainment', 'Metro-Goldwyn-Mayer (MGM)']",2,United States of America,['United States of America'],1,en,2,False,1,['cons and scams'],David Mirkin,1.0,2.0,3.0,15,Sigourney Weaver,"['Sigourney Weaver', 'Jennifer Love Hewitt', 'Gene Hackman']",8,7,0,40.0,0.0,2.0,12.0,Original
256961,Paul Blart: Mall Cop 2,2015-04-16,2015.0,4.0,Released,Action,"['Action', 'Comedy', 'Family']",3,38000000,107597242,69597242,2.8315063684210524,94.0,5.0,567,41.258487,Columbia Pictures,"['Columbia Pictures', 'Happy Madison Productions', 'Sony Pictures Releasing', 'Sony Pictures Entertainment (SPE)', 'LStar Capital', 'Hey Eddie']",6,United States of America,['United States of America'],1,en,1,False,3,"['shopping mall', 'las vegas', 'security guard']",Andy Fickman,1.0,4.0,4.0,51,Kevin James,"['Kevin James', 'Raini Rodriguez', 'Eduardo Verástegui']",15,22,14,25.0,0.0,3.0,2.0,Franchise
5852,Angel Eyes,2001-05-15,2001.0,5.0,Released,Drama,"['Drama', 'Romance', 'Thriller']",3,53000000,29700000,-23300000,0.560377358490566,102.0,5.6,88,6.454634,Epsilon Motion Pictures,"['Epsilon Motion Pictures', 'Morgan Creek Productions', 'The Canton Company', 'AE Two Film Productions', 'Angel Eyes Productions']",5,United States of America,['United States of America'],1,en,1,True,2,"['car crash', 'police officer']",Luis Mandoki,1.0,6.0,1.0,27,Jennifer Lopez,"['Jennifer Lopez', 'Jim Caviezel', 'Jeremy Sisto']",7,20,0,21.0,0.0,1.0,1.0,Original
12312,Joe Somebody,2001-12-21,2001.0,12.0,Released,Comedy,['Comedy'],1,38000000,0,-38000000,0.0,99.0,5.5,40,5.257009,Regency Enterprises,"['Regency Enterprises', 'Fox 2000 Pictures', 'Kopelson Entertainment', 'Epsilon Motion Pictures', 'Atchity Entertainment International (AEI)']",5,United States of America,['United States of America'],1,en,1,False,7,"['profession', 'karate', 'daughter', 'beförderung', 'ex-wife', 'parking', 'slap']",John Pasquin,1.0,5.0,1.0,15,Tim Allen,"['Tim Allen', 'Julie Bowen', 'Kelly Lynch']",5,8,2,40.0,0.0,4.0,11.0,Original
622,The Ninth Gate,1999-08-24,1999.0,8.0,Released,Horror,"['Horror', 'Mystery', 'Thriller']",3,38000000,58401898,20401898,1.536892052631579,133.0,6.3,756,30.359164,Bac Films,"['Bac Films', 'Kino Vision', 'Orly Films', 'R.P. Productions', 'Vía Digital', 'Artisan Entertainment', 'Origen Producciones Cinematograficas S.A.', 'TF1 Films Production', 'Canal+', 'Canal+ España']",10,France,"['France', 'Portugal', 'Spain']",3,en,6,False,11,"['new york', 'obsession', 'passion for collection', 'southern france', 'mephisto', 'antiquary', 'book', 'picture puzzle', 'castle', 'satanism', 'millionaire']",Roman Polanski,1.0,6.0,4.0,23,Johnny Depp,"['Johnny Depp', 'Frank Langella', 'Lena Olin']",3,8,12,23.0,0.0,1.0,1.0,Original
11306,Extreme Measures,1996-09-27,1996.0,9.0,Released,Drama,"['Drama', 'Thriller']",2,38000000,17380126,-20619874,0.4573717368421052,118.0,5.7,80,3.426555,Columbia Pictures,"['Columbia Pictures', 'Castle Rock Entertainment', 'Simian Films']",3,United States of America,['United States of America'],1,en,1,False,11,"['new york', 'surgeon', 'british', 'suspense', 'morgue', 'hospital', 'medical', 'doctor', 'medical research', 'emergency room', 'missing body']",Michael Apted,1.0,1.0,1.0,55,Hugh Grant,"['Hugh Grant', 'Gene Hackman', 'Sarah Jessica Parker']",10,26,19,7.0,0.0,1.0,1.0,Original
12508,Rock Star,2001-09-04,2001.0,9.0,Released,Music,"['Music', 'Drama', 'Comedy']",3,57000000,16991902,-40008098,0.2981035438596491,105.0,6.0,190,11.60815,Bel Air Entertainment,"['Bel Air Entertainment', 'Warner Bros.', 'Robert Lawrence Productions', 'Metal Productions Inc.', 'Maysville Pictures']",5,United States of America,['United States of America'],1,en,1,False,5,"['rock star', 'success', 'discontentedness and displeasedness', 'heavy metal', 'relationship problems']",Stephen Herek,1.0,2.0,1.0,16,Mark Wahlberg,"['Mark Wahlberg', 'Jennifer Aniston', 'Jason Flemyng']",6,9,1,10.0,0.0,1.0,1.0,Original
25793,Precious,2009-11-06,2009.0,11.0,Released,Drama,['Drama'],1,10000000,47536959,37536959,4.7536959,110.0,6.9,417,18.664624,Smokewood Entertainment Group,['Smokewood Entertainment Group'],1,United States of America,['United States of America'],1,en,2,True,8,"['aids', 'illiteracy', 'song', 'unwillingly pregnant', 'balloon', 'school', 'crying', 'motorcycle']",Lee Daniels,1.0,0.0,2.0,22,Gabourey Sidibe,"['Gabourey Sidibe', ""Mo'Nique"", 'Paula Patton']",9,2,11,3.0,0.0,0.0,0.0,Original
10534,White Squall,1996-02-02,1996.0,2.0,Released,Action,"['Action', 'Drama']",2,38000000,10300000,-27700000,0.2710526315789474,129.0,6.3,86,10.047579,Hollywood Pictures,"['Hollywood Pictures', 'Largo Entertainment', 'Scott Free Productions']",3,United States of America,['United States of America'],1,en,4,False,15,"['sailing trip', 'diary', 'sailing', 'survival', 'coming of age', 'teenage boy', 'discipline', 'squall', 'sail', 'ship captain', 'caribbean', 'male bonding', 'seasickness', 'storm at sea', '1960s']",Ridley Scott,1.0,2.0,3.0,15,Jeff Bridges,"['Jeff Bridges', 'Caroline Goodall', 'John Savage']",1,14,0,10.0,0.0,1.0,1.0,Original
1091,The Thing,1982-06-25,1982.0,6.0,Released,Horror,"['Horror', 'Mystery', 'Science Fiction']",3,15000000,19629760,4629760,1.3086506666666666,109.0,7.8,1588,52.731379,Universal Pictures,"['Universal Pictures', 'Turman-Foster Company']",2,United States of America,['United States of America'],1,en,2,True,11,"['ice', 'space marine', 'paranoia', 'snow storm', 'norwegian', 'research station', 'remake', 'alien', 'antarctica', 'shape shifting alien', 'sled dogs']",John Carpenter,1.0,2.0,2.0,12,Kurt Russell,"['Kurt Russell', 'Keith David', 'Wilford Brimley']",0,11,1,41.0,0.0,7.0,6.0,Original
87421,Riddick,2013-09-02,2013.0,9.0,Released,Science Fiction,"['Science Fiction', 'Action', 'Thriller']",3,38000000,98337295,60337295,2.587823552631579,119.0,6.2,2035,46.630062,One Race Productions,"['One Race Productions', 'Radar Pictures', 'Riddick Canada Productions']",3,United States of America,['United States of America'],1,en,1,True,5,"['dystopia', 'revenge', 'alien', 'planet', 'imax']",David Twohy,1.0,3.0,1.0,16,Vin Diesel,"['Vin Diesel', 'Karl Urban', 'Katee Sackhoff']",2,12,2,16.0,1.0,1.0,1.0,Original
10871,Switchback,1997-10-31,1997.0,10.0,Released,Action,"['Action', 'Adventure', 'Mystery', 'Thriller']",4,37000000,6482195,-30517805,0.1751944594594594,118.0,5.8,52,4.131546,Paramount Pictures,"['Paramount Pictures', 'Pacific Western', 'Rysher Entertainment']",3,United States of America,['United States of America'],1,en,1,False,3,"['loss of son', 'serial killer', 'train']",Jeb Stuart,1.0,2.0,1.0,12,Dennis Quaid,"['Dennis Quaid', 'Danny Glover', 'R. Lee Ermey']",0,8,4,7.0,0.0,1.0,1.0,Original
13503,Texas Rangers,2001-11-30,2001.0,11.0,Released,Action,"['Action', 'Western']",2,0,0,0,,110.0,5.4,19,5.641978,Dimension Films,['Dimension Films'],1,United States of America,['United States of America'],1,en,1,False,3,"['underwear', 'tiger', 'racial segregation']",Steve Miner,1.0,0.0,3.0,16,James Van Der Beek,"['James Van Der Beek', 'Rachael Leigh Cook', 'Ashton Kutcher']",2,10,4,4.0,0.0,0.0,0.0,Original
13600,City of Ember,2008-10-07,2008.0,10.0,Released,Adventure,"['Adventure', 'Family', 'Fantasy']",3,55000000,17869048,-37130952,0.3248917818181818,90.0,6.2,605,23.465539,Playtone,"['Playtone', 'Walden Media']",2,United States of America,['United States of America'],1,en,1,True,8,"['underground world', 'mayor', 'adventure', 'post-apocalyptic', 'dystopia', 'puzzle', 'box', 'pipeworks']",Gil Kenan,1.0,3.0,2.0,21,Saoirse Ronan,"['Saoirse Ronan', 'Harry Treadaway', 'Mary Kay Place']",5,8,8,31.0,1.0,1.0,1.0,Original
68722,The Master,2012-09-07,2012.0,9.0,Released,Drama,['Drama'],1,32000000,28258060,-3741940,0.883064375,137.0,7.0,701,25.682509,Ghoulardi Film Company,"['Ghoulardi Film Company', 'The Weinstein Company', 'Annapurna Pictures']",3,United States of America,['United States of America'],1,en,1,False,10,"['post traumatic stress  disorder', 'sexual obsession', 'postwar period', 'drifter', 'alcoholic', 'cult leader', 'scientology', 'religious cult', 'charismatic leader', 'right hand man']",Paul Thomas Anderson,1.0,4.0,1.0,28,Joaquin Phoenix,"['Joaquin Phoenix', 'Philip Seymour Hoffman', 'Amy Adams']",11,8,9,56.0,0.0,4.0,12.0,Original
14324,Virgin Territory,2007-12-17,2007.0,12.0,Released,Adventure,"['Adventure', 'Action', 'Comedy', 'Romance']",4,38000000,5410749,-32589251,0.1423881315789473,93.0,4.3,75,6.760922,Ingenious Film Partners,"['Ingenious Film Partners', 'Dino de Laurentiis Cinematografica', 'Dino De Laurentiis Company', 'Zephyr Films', 'Red Lion Sarl', 'Carthago Films S.a.r.l.']",6,Luxembourg,"['Luxembourg', 'Italy', 'France', 'United Kingdom']",4,en,2,False,0,[],David Leland,1.0,2.0,1.0,12,Ryan Cartwright,"['Ryan Cartwright', 'Hayden Christensen', 'Mischa Barton']",4,7,1,9.0,0.0,0.0,1.0,Original
14325,The Express,2008-10-10,2008.0,10.0,Released,Drama,['Drama'],1,40000000,9793496,-30206504,0.2448374,130.0,7.1,71,3.87823,Davis Entertainment,"['Davis Entertainment', 'Relativity Media', 'IDEA Filmproduktions']",3,Germany,"['Germany', 'United States of America']",2,en,1,False,5,"['american football', 'college', 'biography', 'sport', 'syracuse university']",Gary Fleder,1.0,1.0,1.0,8,Rob Brown,"['Rob Brown', 'Dennis Quaid', 'Darrin Henson']",1,6,1,13.0,0.0,1.0,1.0,Original
299687,The 5th Wave,2016-01-14,2016.0,1.0,Released,Adventure,"['Adventure', 'Science Fiction']",2,38000000,109906372,71906372,2.892272947368421,112.0,5.6,1945,57.889964,Columbia Pictures,"['Columbia Pictures', 'GK Films', 'Material Pictures', 'LStar Capital']",4,United States of America,['United States of America'],1,en,1,True,7,"['based on novel', 'dystopia', 'alien', 'alien invasion', 'human subjugation', 'environmental disaster', 'based on young adult novel']",J Blakeson,1.0,4.0,4.0,35,Chloë Grace Moretz,"['Chloë Grace Moretz', 'Nick Robinson', 'Alex Roe']",11,20,4,74.0,15.0,6.0,7.0,Original
312221,Creed,2015-11-25,2015.0,11.0,Released,Drama,['Drama'],1,37000000,173567581,136567581,4.691015702702702,133.0,7.3,1915,57.773583,New Line Cinema,"['New Line Cinema', 'Warner Bros.', 'Metro-Goldwyn-Mayer (MGM)', 'Chartoff Winkler Productions']",4,United States of America,['United States of America'],1,en,1,True,6,"['underdog', 'sport', 'spin off', 'underground fighting', 'motivational speaker', 'boxing']",Ryan Coogler,1.0,7.0,4.0,74,Michael B. Jordan,"['Michael B. Jordan', 'Sylvester Stallone', 'Graham McTavish']",5,20,49,71.0,11.0,7.0,11.0,Original
23168,The Town,2010-09-15,2010.0,9.0,Released,Crime,"['Crime', 'Drama', 'Thriller']",3,37000000,154026136,117026136,4.162868540540541,125.0,7.0,1468,24.218358,Legendary Pictures,"['Legendary Pictures', 'GK Films', 'Thunder Road Pictures', 'Warner Bros.']",4,United States of America,['United States of America'],1,en,1,True,18,"['based on novel', 'money laundering', 'ambulance', 'boston', 'massachusetts', 'bank manager', 'drug dealer', 'florist', 'flower shop', 'hold-up robbery', 'volunteer', 'stolen money', 'friends', 'car set on fire', 'boston garden', 'police chase', 'best friend', 'fenway park']",Ben Affleck,1.0,2.0,4.0,48,Ben Affleck,"['Ben Affleck', 'Rebecca Hall', 'Jeremy Renner']",5,22,21,38.0,2.0,2.0,5.0,Original
76494,What to Expect When You're Expecting,2012-05-17,2012.0,5.0,Released,Romance,"['Romance', 'Comedy', 'Drama']",3,40000000,79700000,39700000,1.9925,110.0,5.8,594,27.009723,Alcon Entertainment,"['Alcon Entertainment', 'Lionsgate', 'Phoenix Pictures', 'What to Expect Productions']",4,United States of America,['United States of America'],1,en,1,True,10,"['based on novel', 'adoption', 'pregnant', 'miscarriage', 'expectant father', 'pregnant wife', 'vomiting', 'expecting twins', 'open air cinema', 'giving birth']",Kirk Jones,1.0,3.0,3.0,30,Cameron Diaz,"['Cameron Diaz', 'Jennifer Lopez', 'Elizabeth Banks']",14,11,5,19.0,0.0,1.0,2.0,Original
4944,Burn After Reading,2008-09-05,2008.0,9.0,Released,Comedy,"['Comedy', 'Drama']",2,37000000,163720069,126720069,4.42486672972973,96.0,6.5,1222,31.941347,Mike Zoss Productions,"['Mike Zoss Productions', 'Studio Canal', 'Relativity Media', 'Focus Features', 'Working Title Films']",5,United States of America,"['United States of America', 'United Kingdom', 'France']",3,en,1,False,11,"['blackmail', 'paranoia', 'fitness-training', 'plastic surgery', 'autobiography', 'memory', 'corpse', 'divorce', 'gym', 'disc', 'ex priest']",Joel Coen,2.0,3.0,2.0,64,George Clooney,"['George Clooney', 'Frances McDormand', 'Brad Pitt']",9,30,25,28.0,0.0,1.0,1.0,Original
